"83-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 83° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 97-м меридианом западной долготы.","83-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 83 градуса к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 97-м меридианом западной долготы."
"30-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 30° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Восточную Европу, Турцию, Африку, юго-западную часть Индийского океана, Антарктический океан к Южному полюсу и образующая ортодромию со 150-м меридианом западной долготы.","30-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 30 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Восточную Европу, Турцию, Африку, юго-западную часть Индийского океана, Антарктический океан к Южному полюсу и образующая ортодромию со 150-м меридианом западной долготы."
"130-й меридиан восточной широты — линия долготы, отстоящая от Гринвичского меридиана на 130° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Австралию, Индийский океан, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 50-м меридианом западной долготы.","130-й меридиан восточной широты — линия долготы, отстоящая от Гринвичского меридиана на 130 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Австралию, Индийский океан, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 50-м меридианом западной долготы."
"Космос-30 был помещён в низкую околоземную орбиту с перигеем в 206,6 километров, апогеем в 383,1 километр, с углом наклона плоскости орбиты к плоскости экватора Земли в 64,93°, и орбитальным периодом в 90,24 минуты.","Космос-30 был помещён в низкую околоземную орбиту с перигеем в 206,6 километров, апогеем в 383,1 километр, с углом наклона плоскости орбиты к плоскости экватора Земли в 64,93 градуса, и орбитальным периодом в 90,24 минуты."
"56-я параллель северной широты — линия широты, отстоящая от экватора на 56° к северу и пересекающая Европу, Азию, Тихий океан, Северную Америку и Атлантический океан.","56-я параллель северной широты — линия широты, отстоящая от экватора на 56 градусов к северу и пересекающая Европу, Азию, Тихий океан, Северную Америку и Атлантический океан."
"Принцип действия: молотком наносится удар по поверхности бетона под углом 90°.","Принцип действия: молотком наносится удар по поверхности бетона под углом 90 градусов."
"В процессе записи альбома в группе произошла смена состава — барабанщика Виктора Голованова, ушедшего в группу «°», сменил Леонид Никонов (Ник).","В процессе записи альбома в группе произошла смена состава — барабанщика Виктора Голованова, ушедшего в группу «Градусы», сменил Леонид Никонов (Ник)."
"60-я параллель северной широты — широта, равная 60° севернее экватора Земли.","60-я параллель северной широты — широта, равная 60 градусов севернее экватора Земли."
"Лимб (лат. limbus — кайма, пояс, рубеж, край) — цилиндрическое или коническое кольцо, или диск, разделённый штрихами на равные доли, как правило угловые (°, минуты и т.д.), деления на лимбе считываются непосредственно или с дополнительным нониусом, либо отсчитываются с помощью верньеров или микроскопов-микрометров.","Лимб (лат. limbus — кайма, пояс, рубеж, край) — цилиндрическое или коническое кольцо, или диск, разделённый штрихами на равные доли, как правило угловые (градусы, минуты и т.д.), деления на лимбе считываются непосредственно или с дополнительным нониусом, либо отсчитываются с помощью верньеров или микроскопов-микрометров."
"Курс су́дна относи́тельно ве́тра — ∠ между направлением ветра и диаметральной плоскостью (ДП) судна, то есть курсовой ∠ на точку горизонта, откуда дует ветер, выражающийся в угловых° или румбах.","Курс су́дна относи́тельно ве́тра — угол между направлением ветра и диаметральной плоскостью (ДП) судна, то есть курсовой угол на точку горизонта, откуда дует ветер, выражающийся в угловых градусах или румбах."
"81-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 81° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 99-м меридианом западной долготы.","81-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 81 градус к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 99-м меридианом западной долготы."
"169-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 169° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Новую Зеландию, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 11-м меридианом западной долготы.","169-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 169 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Новую Зеландию, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 11-м меридианом западной долготы."
"Алтайский край — субъект Российской Федерации, расположенный на юго-востоке Западной Сибири между 50 и 55° северной широты и 77 и 87° восточной долготы.","Алтайский край — субъект Российской Федерации, расположенный на юго-востоке Западной Сибири между 50 и 55 градусами северной широты и 77 и 87 градусами восточной долготы."
"Соревнования прошли при жаркой погоде (до +32° на финише женского марафона).","Соревнования прошли при жаркой погоде (до +32 градусов на финише женского марафона)."
"1-й меридиан западной долготы — линия долготы, отстоящая от Гринвичского меридиана на 1° к западу, проходящая от Северного полюса","1-й меридиан западной долготы — линия долготы, отстоящая от Гринвичского меридиана на 1 градус к западу, проходящая от Северного полюса"
"В комнате температура была точно 21°.","В комнате температура была точно 21 градус."
"Температура в помещении составляет 22°.","Температура в помещении составляет 22 градуса."
"В этой области температура редко превышает 30°.","В этой области температура редко превышает 30 градусов."
"У нас в городе сегодня будет +18°.","У нас в городе сегодня будет +18 градусов."
"На улице было всего 2°, а в помещении — 21°.","На улице было всего 2 градуса, а в помещении — 21 градус."
"Во время испытания двигатель успешно функционировал даже при 100° нагрева, демонстрируя отличную устойчивость к высоким температурам.", "Во время испытания двигатель успешно функционировал даже при 100 градусах нагрева, демонстрируя отличную устойчивость к высоким температурам."
"Исследования показали, что бактерии погибают при нагревании до 60°, поэтому эта температура используется для стерилизации.", "Исследования показали, что бактерии погибают при нагревании до 60 градусов, поэтому эта температура используется для стерилизации."
"При температуре 25° создаются оптимальные условия для выращивания некоторых видов растений, так как она способствует их активному росту.", "При температуре 25 градусов создаются оптимальные условия для выращивания некоторых видов растений, так как она способствует их активному росту."
"Температура воздуха в пустыне иногда достигает 50°, что делает нахождение на открытой местности опасным для здоровья человека.", "Температура воздуха в пустыне иногда достигает 50 градусов, что делает нахождение на открытой местности опасным для здоровья человека."
"При проведении тестов образцы нагревали до 201°, чтобы проверить их устойчивость к экстремальным условиям эксплуатации.", "При проведении тестов образцы нагревали до 201 градуса, чтобы проверить их устойчивость к экстремальным условиям эксплуатации."
"В лаборатории вещества подвергаются нагреву до 300°, что позволяет изучить их поведение при высоких температурах.", "В лаборатории вещества подвергаются нагреву до 300 градусов, что позволяет изучить их поведение при высоких температурах."
"Температура плавления олова составляет около 232°, что позволяет использовать его в различных технологических процессах.", "Температура плавления олова составляет около 232 градусов, что позволяет использовать его в различных технологических процессах."
"Система охлаждения автомобиля рассчитана на поддержание температуры двигателя в пределах 90°, что позволяет избежать перегрева.", "Система охлаждения автомобиля рассчитана на поддержание температуры двигателя в пределах 90 градусов, что позволяет избежать перегрева."
"Зимой температура в северных регионах может опускаться до -41°, что требует специальной подготовки для комфортного проживания.", "Зимой температура в северных регионах может опускаться до -41 градуса, что требует специальной подготовки для комфортного проживания."
"Температура на улице сегодня достигла 30°, что для этого времени года является аномально высокой.","Температура на улице сегодня достигла 30 градусов, что для этого времени года является аномально высокой."
"Вечером температура снизится до -10°, что затруднит работу коммунальных служб.","Вечером температура снизится до -10 градусов, что затруднит работу коммунальных служб."
"Он установил градусник в своём офисе, чтобы точно контролировать температуру, которая не должна превышать 25°.","Он установил градусник в своём офисе, чтобы точно контролировать температуру, которая не должна превышать 25 градусов."
"Стекло лопнуло от температуры 50°, которая была слишком высокой для такого материала.","Стекло лопнуло от температуры 50 градусов, которая была слишком высокой для такого материала."
"После долгих поисков ему удалось найти идеальный термометр, который измеряет температуру с точностью до 0,1°.","После долгих поисков ему удалось найти идеальный термометр, который измеряет температуру с точностью до 0,1 градуса."
"На улице было так холодно, что температура опустилась до -15° и снег перестал таять.","На улице было так холодно, что температура опустилась до -15 градусов и снег перестал таять."
"Во время экстремальных погодных условий температура в горах может опускаться до -20°.","Во время экстремальных погодных условий температура в горах может опускаться до -20 градусов."
"На пирсе мы проверили температуру воды, которая была равна 18°, что вполне комфортно для плавания.","На пирсе мы проверили температуру воды, которая была равна 18 градусам, что вполне комфортно для плавания."
"Термометр показывал 37°, что подтвердило диагноз высокой температуры.","Термометр показывал 37 градусов, что подтвердило диагноз высокой температуры."
"Температура воды в озере достигла 23°, что сделало его очень привлекательным для купания.","Температура воды в озере достигла 23 градусов, что сделало его очень привлекательным для купания."
"Погода была настолько жаркой, что на солнце температура достигала 40°, и люди искали тень.","Погода была настолько жаркой, что на солнце температура достигала 40 градусов, и люди искали тень."
"В зимний вечер температура в доме снизилась до 5°, так что отопление не справлялось с холодом.","В зимний вечер температура в доме снизилась до 5 градусов, так что отопление не справлялось с холодом."
"Термометр показывал -5°, когда мы вышли на улицу и сразу почувствовали резкий мороз.","Термометр показывал -5 градусов, когда мы вышли на улицу и сразу почувствовали резкий мороз."
"На улицах города температура поднялась до 15°, но люди всё равно предпочитали оставаться в помещениях.","На улицах города температура поднялась до 15 градусов, но люди всё равно предпочитали оставаться в помещениях."
"Когда мы приехали на север, температура была около -30°, и воздух казался ледяным.","Когда мы приехали на север, температура была около -30 градусов, и воздух казался ледяным."
"После дождя температура резко упала до 10°, и все быстро вернулись в дома.","После дождя температура резко упала до 10 градусов, и все быстро вернулись в дома."
"Термометр показал 22°, и люди начали снимать верхнюю одежду, наслаждаясь летним днём.","Термометр показал 22 градуса, и люди начали снимать верхнюю одежду, наслаждаясь летним днём."
"Из-за сильного холода температура на улице упала до -12°, что затрудняло передвижение.","Из-за сильного холода температура на улице упала до -12 градусов, что затрудняло передвижение."
"В этом году температура в регионе несколько раз превышала 30°, создавая опасные условия для сельского хозяйства.","В этом году температура в регионе несколько раз превышала 30 градусов, создавая опасные условия для сельского хозяйства."
"На балконе температура в этот день достигла 35°, и все растения начали страдать от жары.","На балконе температура в этот день достигла 35 градусов, и все растения начали страдать от жары."
"Когда температура на улице опустилась до -18°, стало опасно выходить без тёплой одежды.","Когда температура на улице опустилась до -18 градусов, стало опасно выходить без тёплой одежды."
"Погода была настолько холодной, что температура в комнате упала до 12°, несмотря на обогреватель.","Погода была настолько холодной, что температура в комнате упала до 12 градусов, несмотря на обогреватель."
"В горах температура ночью опустилась до -25°, и многие люди не смогли продолжить поход.","В горах температура ночью опустилась до -25 градусов, и многие люди не смогли продолжить поход."
"Прогноз погоды предсказывал, что температура в этот день не превысит 28°, а ночью будет ещё холоднее.","Прогноз погоды предсказывал, что температура в этот день не превысит 28 градусов, а ночью будет ещё холоднее."
"Из-за холодного фронта температура в центральной части страны достигла -7°, что не характерно для этого времени года.","Из-за холодного фронта температура в центральной части страны достигла -7 градусов, что не характерно для этого времени года."
"Температура в подвале была почти 0°, и только мощные обогреватели позволили избежать замерзания труб.","Температура в подвале была почти 0 градусов, и только мощные обогреватели позволили избежать замерзания труб."
"В городах температура летом обычно достигает 35°, но в последние годы она стала значительно выше.","В городах температура летом обычно достигает 35 градусов, но в последние годы она стала значительно выше."
"Ночью температура в пустыне падала до 0°, и температура в палатках становилась невыносимо низкой.","Ночью температура в пустыне падала до 0 градусов, и температура в палатках становилась невыносимо низкой."
"После обеда температура достигала 26°, и все, кто был на улице, начали искать укрытие от солнца.","После обеда температура достигала 26 градусов, и все, кто был на улице, начали искать укрытие от солнца."
"Из-за жаркой погоды температура в тени поднималась до 37°, и было очень трудно находиться на улице.","Из-за жаркой погоды температура в тени поднималась до 37 градусов, и было очень трудно находиться на улице.""83-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 83 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 97-м меридианом западной долготы.","83-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 83 градуса к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 97-м меридианом западной долготы."
"30-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 30 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Восточную Европу, Турцию, Африку, юго-западную часть Индийского океана, Антарктический океан к Южному полюсу и образующая ортодромию со 150-м меридианом западной долготы.","30-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 30 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Восточную Европу, Турцию, Африку, юго-западную часть Индийского океана, Антарктический океан к Южному полюсу и образующая ортодромию со 150-м меридианом западной долготы."
"130-й меридиан восточной широты — линия долготы, отстоящая от Гринвичского меридиана на 130 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Австралию, Индийский океан, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 50-м меридианом западной долготы.","130-й меридиан восточной широты — линия долготы, отстоящая от Гринвичского меридиана на 130 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Австралию, Индийский океан, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 50-м меридианом западной долготы."
"Космос-30 был помещён в низкую околоземную орбиту с перигеем в 206,6 километров, апогеем в 383,1 километр, с углом наклона плоскости орбиты к плоскости экватора Земли в 64,93 °, и орбитальным периодом в 90,24 минуты.","Космос-30 был помещён в низкую околоземную орбиту с перигеем в 206,6 километров, апогеем в 383,1 километр, с углом наклона плоскости орбиты к плоскости экватора Земли в 64,93 градуса, и орбитальным периодом в 90,24 минуты."
"56-я параллель северной широты — линия широты, отстоящая от экватора на 56 ° к северу и пересекающая Европу, Азию, Тихий океан, Северную Америку и Атлантический океан.","56-я параллель северной широты — линия широты, отстоящая от экватора на 56 градусов к северу и пересекающая Европу, Азию, Тихий океан, Северную Америку и Атлантический океан."
"Принцип действия: молотком наносится удар по поверхности бетона под углом 90 °.","Принцип действия: молотком наносится удар по поверхности бетона под углом 90 градусов."
"В процессе записи альбома в группе произошла смена состава — барабанщика Виктора Голованова, ушедшего в группу «°», сменил Леонид Никонов (Ник).","В процессе записи альбома в группе произошла смена состава — барабанщика Виктора Голованова, ушедшего в группу «Градусы», сменил Леонид Никонов (Ник)."
"60-я параллель северной широты — широта, равная 60 ° севернее экватора Земли.","60-я параллель северной широты — широта, равная 60 градусов севернее экватора Земли."
"Лимб (лат. limbus — кайма, пояс, рубеж, край) — цилиндрическое или коническое кольцо, или диск, разделённый штрихами на равные доли, как правило угловые (°, минуты и т.д.), деления на лимбе считываются непосредственно или с дополнительным нониусом, либо отсчитываются с помощью верньеров или микроскопов-микрометров.","Лимб (лат. limbus — кайма, пояс, рубеж, край) — цилиндрическое или коническое кольцо, или диск, разделённый штрихами на равные доли, как правило угловые (градусы, минуты и т.д.), деления на лимбе считываются непосредственно или с дополнительным нониусом, либо отсчитываются с помощью верньеров или микроскопов-микрометров."
"Курс су́дна относи́тельно ве́тра — ∠ между направлением ветра и диаметральной плоскостью (ДП) судна, то есть курсовой ∠ на точку горизонта, откуда дует ветер, выражающийся в угловых ° или румбах.","Курс су́дна относи́тельно ве́тра — угол между направлением ветра и диаметральной плоскостью (ДП) судна, то есть курсовой угол на точку горизонта, откуда дует ветер, выражающийся в угловых градусах или румбах."
"81-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 81 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 99-м меридианом западной долготы.","81-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 81 градус к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 99-м меридианом западной долготы."
"169-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 169 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Новую Зеландию, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 11-м меридианом западной долготы.","169-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 169 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Новую Зеландию, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 11-м меридианом западной долготы."
"Алтайский край — субъект Российской Федерации, расположенный на юго-востоке Западной Сибири между 50 и 55 ° северной широты и 77 и 87 ° восточной долготы.","Алтайский край — субъект Российской Федерации, расположенный на юго-востоке Западной Сибири между 50 и 55 градусами северной широты и 77 и 87 градусами восточной долготы."
"Соревнования прошли при жаркой погоде (до +32 ° на финише женского марафона).","Соревнования прошли при жаркой погоде (до +32 градусов на финише женского марафона)."
"1-й меридиан западной долготы — линия долготы, отстоящая от Гринвичского меридиана на 1 ° к западу, проходящая от Северного полюса","1-й меридиан западной долготы — линия долготы, отстоящая от Гринвичского меридиана на 1 градус к западу, проходящая от Северного полюса"
